time_s,LB,UB,nodes
0.11662888526916504,1.0,366.0,0
0.25743985176086426,4.0,366.0,0
1.5226099491119385,4.0,19.0,0
2.1319499015808105,5.0,19.0,0
2.559567928314209,6.0,19.0,0
3.444819927215576,9.0,19.0,0
4.6015448570251465,10.0,19.0,0
4.980752944946289,10.0,17.0,0
6.6377949714660645,11.0,15.0,0
8.57933497428894,12.0,15.0,0
13.735842943191528,13.0,15.0,24
23.839422941207886,13.0,15.0,280
33.90325093269348,13.0,15.0,1025
44.554847955703735,13.0,15.0,2118
54.71617889404297,13.0,15.0,2138
65.60544085502625,13.0,15.0,2155
76.57719588279724,13.0,15.0,2171
85.70526695251465,14.0,15.0,2273
96.49981904029846,14.0,15.0,2532
106.51073789596558,14.0,15.0,3221
106.89180816900625,15.0,15.0,3271
