time_s,LB,UB,nodes
1.8190639019012451,3.0,1e+100,0
17.085551023483276,15.0,1e+100,0
30.74049401283264,15.0,1e+100,0
38.65600800514221,15.0,20.0,0
58.83763289451599,15.0,20.0,0
100.26364994049072,15.0,20.0,0
139.52387809753418,16.0,20.0,0
162.61866688728333,16.0,20.0,0
185.15875101089478,16.0,20.0,0
198.3888669013977,16.0,20.0,0
238.12232089042664,16.0,20.0,0
260.8152279853821,16.0,20.0,0
278.71549797058105,16.0,20.0,0
311.0588788986206,16.0,20.0,0
341.743155002594,16.0,20.0,0
364.422336101532,16.0,20.0,0
383.02400493621826,16.0,20.0,0
393.1560568809509,16.0,20.0,0
409.8071758747101,16.0,20.0,0
422.71595907211304,16.0,20.0,0
443.60106801986694,16.0,20.0,0
457.69040608406067,16.0,20.0,0
475.112291097641,16.0,20.0,0
499.7004249095917,16.0,20.0,0
524.2462968826294,16.0,20.0,0
535.3583068847656,16.0,20.0,0
565.9647569656372,16.0,20.0,0
587.3517129421234,16.0,20.0,0
616.2440600395203,16.0,20.0,0
641.5857009887695,16.0,20.0,0
653.0229589939117,16.0,20.0,0
667.2071778774261,16.0,20.0,0
682.7954750061035,16.0,20.0,0
701.3481888771057,16.0,20.0,0
713.195072889328,16.0,20.0,0
733.5096249580383,16.0,20.0,0
768.5965940952301,16.0,20.0,0
789.1340160369873,16.0,20.0,0
802.7268190383911,16.0,20.0,0
821.0077729225159,16.0,20.0,0
841.6666750907898,16.0,20.0,0
861.7418429851532,16.0,20.0,0
903.5620260238647,16.0,20.0,0
926.8408238887787,16.0,20.0,0
952.8963189125061,16.0,20.0,0
985.2647850513458,16.0,20.0,0
995.3910329341888,16.0,20.0,0
1024.5607459545135,16.0,20.0,0
1062.8130230903625,16.0,20.0,0
1094.2904460430145,16.0,20.0,0
1137.5829238891602,16.0,20.0,0
1161.7391600608826,16.0,20.0,0
1172.9993960857391,16.0,20.0,0
1191.3537759780884,16.0,20.0,0
1201.7376896589994,16.0,20.0,1
