time_s,LB,UB,nodes
0.01679706573486328,34.0,1e+100,0
0.03404808044433594,40.0,1e+100,0
0.08323907852172852,40.0,86.0,0
0.11637520790100098,54.0,86.0,0
0.12909317016601562,54.0,85.0,0
0.1932060718536377,58.0,85.0,0
0.2024681568145752,59.0,85.0,0
0.26595211029052734,59.0,82.0,0
0.3041520118713379,64.0,82.0,0
0.35681819915771484,65.0,82.0,0
0.37206411361694336,66.0,82.0,0
0.4862711429595947,68.0,82.0,0
0.6307570934295654,70.0,82.0,0
0.6499550342559814,70.0,81.0,0
0.6851739883422852,70.0,80.0,0
1.1087441444396973,71.0,80.0,0
1.3008790016174316,72.0,80.0,0
5.272881031036377,73.0,80.0,2016
10.175520181655884,74.0,80.0,2219
20.385513067245483,74.0,80.0,3604
23.972488164901733,75.0,80.0,5073
34.1583571434021,75.0,80.0,10240
44.17182517051697,75.0,80.0,16153
45.12158417701721,76.0,80.0,16912
55.79843211174011,76.0,80.0,23886
66.224769115448,76.0,80.0,30846
84.1984281539917,76.0,80.0,36784
94.36533713340759,76.0,80.0,36824
104.95145106315613,76.0,80.0,36852
115.38599610328674,76.0,80.0,36878
125.71986603736877,76.0,80.0,36901
135.7465250492096,76.0,80.0,36920
145.86634016036987,76.0,80.0,36937
156.4104630947113,76.0,80.0,36961
166.76286506652832,76.0,80.0,36986
176.8147120475769,76.0,80.0,37006
188.08988213539124,76.0,80.0,37024
198.55244207382202,76.0,80.0,37862
202.77974104881287,77.0,80.0,38501
213.18018007278442,77.0,80.0,41281
223.38572907447815,77.0,80.0,44831
234.00785112380981,77.0,80.0,48278
238.77750205993652,78.0,80.0,50129
249.59671711921692,78.0,80.0,53949
260.05809211730957,78.0,80.0,58078
272.51614904403687,78.0,80.0,62203
286.0277090072632,78.0,80.0,66340
296.2613401412964,78.0,80.0,69997
306.44676303863525,78.0,80.0,73451
318.0065641403198,78.0,80.0,77271
329.48986315727234,78.0,80.0,80753
340.8019871711731,78.0,80.0,84663
344.6315290927887,79.0,80.0,87016
355.1159100532532,79.0,80.0,89820
365.98516821861267,79.0,80.0,93795
376.7324631214142,79.0,80.0,97448
387.41106820106506,79.0,80.0,101414
397.9296770095825,79.0,80.0,105168
408.28965401649475,79.0,80.0,109071
419.35792899131775,79.0,80.0,114670
419.38361716270447,80.0,80.0,115758
419.4246666340041,80.0,80.0,115763
